student_id,student_name,gender,grade_name,branch,arts_score,english_score,math_score,phys_ed_score,science_score,average_marks,gpa,attendance,exam_status
STU0608,Lucas,Female,Grade 4,Math's,39.2,79.27,64.04,67.02,57.56,61.42,3,76.92,Pass
STU0609,Ethan,Male,Grade 2,Arts,53.13,52.34,97.8,58.86,70.91,66.61,3,84.24,Pass
STU0610,Zen,Male,Grade 1,Math's,63.15,46.62,63.31,56.03,76.71,61.16,3,85.21,Pass
STU0611,Olivia,Female,Grade 5,English,63.63,63.61,59.31,51.74,71.51,61.96,3,78.48,Fail
STU0612,Hudson,Female,Grade 4,English,72.07,82.5,100.0,48.93,65.09,73.72,4,80.18,Pass
STU0613,Robert,Female,Grade 3,Arts,77.7,47.75,45.65,49.63,68.22,57.79,3,93.92,Pass
STU0614,Mia,Female,Grade 2,Science,58.45,67.83,59.98,74.49,95.78,71.3,4,74.92,Pass
STU0615,Robert,Female,Grade 2,Science,77.15,65.38,84.81,52.94,62.12,68.48,3,76.62,Not Attended
STU0616,Ethan,Female,Grade 3,Science,54.69,45.89,72.49,69.6,35.32,55.6,3,94.67,Pass
STU0617,Hudson,Male,Grade 1,English,42.22,66.28,63.23,77.14,68.76,63.53,3,80.01,Fail
STU0618,Ethan,Male,Grade 3,English,58.33,72.88,8.59,55.8,55.7,50.26,2,95.93,Fail
STU0619,Shawn,Male,Grade 5,Science,44.28,66.43,81.23,85.03,67.57,68.91,3,85.12,Fail
STU0620,Mia,Female,Grade 3,Phys.Ed,71.44,61.59,57.08,60.7,53.55,60.87,3,83.4,Pass
STU0621,Tyler,Female,Grade 5,English,86.24,77.56,100.0,42.36,54.9,72.21,4,76.46,Pass
STU0622,Emma,Female,Grade 5,Math's,70.34,39.33,52.19,81.67,50.73,58.85,3,79.17,Pass
STU0623,Sophia,Female,Grade 5,Science,55.28,48.99,20.25,58.23,65.17,49.59,2,83.58,Pass
STU0624,Mack,Female,Grade 3,English,49.87,92.45,52.61,62.74,83.85,68.31,3,84.88,Pass
STU0625,Noah,Female,Grade 5,Arts,66.33,64.61,47.01,61.94,80.51,64.08,3,98.26,Fail
STU0626,Lucas,Female,Grade 3,English,48.46,70.75,30.19,54.85,78.46,56.54,3,78.59,Pass
STU0627,Ava,Female,Grade 4,Math's,53.2,63.4,46.86,84.69,38.07,57.25,3,100.0,Pass
STU0628,Lucas,Male,Grade 5,Science,50.23,74.42,34.61,65.37,28.05,50.53,2,86.19,Pass
STU0629,Mack,Female,Grade 2,Arts,72.18,66.72,88.77,50.74,100.0,75.68,4,64.87,Pass
STU0630,Cal,Female,Grade 3,Math's,66.53,86.69,64.03,54.63,71.88,68.75,3,77.36,Pass
STU0631,Jack,Female,Grade 4,Science,71.34,54.5,62.29,59.52,47.44,59.02,3,84.29,Pass
STU0632,Damon,Female,Grade 2,English,46.27,53.5,52.32,48.44,76.15,55.34,3,75.07,Pass
STU0633,Hudson,Female,Grade 5,English,45.28,82.76,49.26,40.91,61.26,55.89,3,84.28,Pass
STU0634,Mia,Female,Grade 2,Math's,58.06,69.1,76.75,43.4,61.32,61.72,3,74.51,Pass
STU0635,Emma,Female,Grade 4,Math's,40.15,92.12,30.84,56.78,62.05,56.39,3,94.47,Pass
STU0636,Mason,Male,Grade 2,Phys.Ed,66.08,53.42,36.08,58.13,47.88,52.32,2,87.29,Pass
STU0637,Mia,Male,Grade 5,English,80.65,83.19,53.97,39.47,53.93,62.24,3,79.2,Pass
STU0638,Tyler,Male,Grade 2,Science,63.61,68.24,88.72,57.28,70.51,69.67,3,88.93,Pass
STU0639,Zen,Male,Grade 2,English,37.23,59.74,77.67,64.3,40.75,55.94,3,80.14,Pass
STU0640,Liam,Female,Grade 3,Arts,78.05,68.33,66.1,65.09,45.75,64.67,3,92.19,Pass
STU0641,Noah,Male,Grade 4,Arts,93.37,65.5,24.18,52.9,60.06,59.2,3,75.22,Pass
STU0642,Sophia,Male,Grade 5,Science,48.59,73.34,44.32,52.69,64.4,56.67,3,100.0,Pass
STU0643,Hudson,Male,Grade 4,English,52.36,75.57,39.69,70.97,65.54,60.83,3,91.93,Pass
STU0644,Noah,Male,Grade 3,English,79.71,71.65,42.6,51.45,64.65,62.01,3,65.49,Pass
STU0645,Ethan,Female,Grade 5,English,80.67,97.24,36.22,70.26,63.02,69.48,3,71.64,Pass
STU0646,Mack,Female,Grade 3,English,54.07,77.79,65.85,66.38,87.45,70.31,4,79.96,Not Attended
STU0647,Liam,Female,Grade 2,Phys.Ed,69.96,78.01,57.78,68.23,55.87,65.97,3,100.0,Pass
STU0648,Sophia,Male,Grade 2,Science,68.13,45.25,33.96,76.1,50.16,54.72,2,71.6,Pass
STU0649,Hudson,Female,Grade 2,Phys.Ed,60.37,60.7,39.03,62.68,67.69,58.09,3,74.39,Pass
STU0650,Noah,Male,Grade 5,Math's,63.41,51.49,45.05,82.15,65.65,61.55,3,97.97,Pass
STU0651,Robert,Male,Grade 5,Math's,63.67,67.94,36.44,53.65,48.63,54.07,2,92.63,Pass
STU0652,Ethan,Male,Grade 2,English,65.52,69.22,67.56,64.6,69.74,67.33,3,94.05,Pass
STU0653,Noah,Male,Grade 5,Math's,63.69,60.76,48.64,64.28,49.32,57.34,3,94.28,Pass
STU0654,Olivia,Male,Grade 3,English,64.84,52.66,60.62,54.07,78.12,62.06,3,85.09,Not Attended
STU0655,Cal,Female,Grade 3,Science,69.54,53.53,34.32,61.83,76.8,59.2,3,70.44,Pass
STU0656,Emma,Male,Grade 5,Arts,74.42,79.57,54.98,85.64,57.32,70.39,4,84.87,Pass
STU0657,Zen,Male,Grade 4,Arts,60.65,66.46,73.7,67.16,86.34,70.86,4,80.26,Pass
STU0658,Mia,Female,Grade 5,English,100.0,74.37,60.89,69.67,57.16,72.42,4,100.0,Pass
STU0659,Mack,Female,Grade 5,Arts,83.86,77.26,88.92,66.62,46.8,72.69,4,85.79,Pass
STU0660,Sophia,Female,Grade 5,Arts,73.08,83.92,52.0,59.29,63.88,66.44,3,80.19,Pass
STU0661,Lucas,Male,Grade 5,Science,51.79,39.71,70.88,41.46,50.31,50.83,2,87.46,Pass
STU0662,Lucas,Female,Grade 3,Arts,59.56,53.8,61.3,69.86,44.71,57.85,3,84.7,Pass
STU0663,Shawn,Female,Grade 5,Science,53.18,69.23,39.6,65.2,48.67,55.18,3,92.5,Pass
STU0664,Cal,Female,Grade 2,Phys.Ed,59.68,51.16,100.0,70.69,66.91,69.69,3,84.72,Pass
STU0665,Ethan,Female,Grade 1,Science,84.96,55.11,81.09,78.98,49.94,70.01,4,72.36,Pass
STU0666,Mia,Male,Grade 4,Science,55.47,76.82,72.65,77.11,56.65,67.74,3,96.65,Fail
STU0667,Robert,Female,Grade 2,Phys.Ed,29.91,63.96,83.9,87.51,57.19,64.49,3,72.54,Pass
STU0668,Mason,Male,Grade 1,Arts,50.4,53.81,73.04,66.38,60.46,60.82,3,76.66,Pass
STU0669,Zen,Male,Grade 2,Arts,53.44,68.85,68.33,62.61,91.55,68.96,3,86.72,Pass
STU0670,Tyler,Female,Grade 5,Math's,72.67,39.09,35.82,56.25,98.81,60.53,3,76.49,Pass
STU0671,Liam,Female,Grade 5,Math's,51.09,64.58,83.68,59.26,80.97,67.92,3,87.1,Pass
STU0672,Mack,Male,Grade 1,English,76.72,75.37,59.28,38.3,34.26,56.79,3,71.33,Pass
STU0673,Cal,Male,Grade 2,English,33.8,86.16,39.28,55.54,67.62,56.48,3,83.67,Pass
STU0674,Ethan,Female,Grade 5,Arts,77.44,43.74,33.56,56.89,41.23,50.57,2,69.57,Pass
STU0675,Liam,Female,Grade 5,Science,54.44,73.85,31.11,49.88,45.63,50.98,2,81.52,Pass
STU0676,Tyler,Female,Grade 5,Math's,69.0,77.06,29.4,60.2,66.09,60.35,3,91.72,Pass
STU0677,Sophia,Male,Grade 1,Math's,45.26,51.67,70.44,73.57,55.37,59.26,3,97.08,Pass
STU0678,Liam,Female,Grade 5,English,88.51,51.1,44.65,67.75,73.54,65.11,3,80.43,Pass
STU0679,Mia,Female,Grade 2,Phys.Ed,69.58,85.69,37.94,50.92,63.44,61.51,3,75.55,Pass
STU0680,Robert,Male,Grade 3,English,44.51,74.31,71.29,74.34,46.61,62.21,3,80.15,Pass
STU0681,Mia,Female,Grade 5,English,73.95,55.16,32.14,67.73,77.22,61.24,3,96.86,Fail
STU0682,Zen,Male,Grade 1,Science,43.86,66.79,62.04,63.23,77.72,62.73,3,92.15,Pass
STU0683,Tyler,Male,Grade 3,Phys.Ed,31.63,63.25,51.03,71.02,48.9,53.17,2,87.1,Pass
STU0684,Olivia,Male,Grade 2,Arts,63.68,71.67,44.16,48.77,79.54,61.56,3,91.21,Pass
STU0685,Emma,Male,Grade 5,Arts,52.27,64.02,52.64,62.93,77.67,61.9,3,87.7,Pass
STU0686,Olivia,Female,Grade 3,English,52.53,77.76,44.18,69.0,50.44,58.78,3,74.39,Pass
STU0687,Cal,Female,Grade 5,English,54.25,74.67,85.06,62.33,84.09,72.08,4,73.13,Pass
STU0688,Ava,Male,Grade 2,English,52.14,66.69,72.32,60.2,75.38,65.35,3,88.94,Pass
STU0689,Jack,Female,Grade 5,Arts,67.1,57.05,64.51,69.12,52.77,62.11,3,93.88,Pass
STU0690,Zen,Male,Grade 2,Phys.Ed,61.8,61.2,49.21,37.43,35.27,48.98,2,99.21,Pass
STU0691,Shawn,Male,Grade 2,Arts,71.36,46.05,27.45,75.19,31.33,50.28,2,82.81,Pass
STU0692,Cal,Female,Grade 1,Phys.Ed,67.94,67.98,97.78,44.38,63.47,68.31,3,87.45,Fail
STU0693,Mason,Female,Grade 2,Arts,73.09,57.5,49.33,77.43,61.73,63.82,3,88.07,Pass
STU0694,Ethan,Female,Grade 1,Math's,61.8,60.68,81.47,50.93,77.78,66.53,3,79.77,Pass
STU0695,Noah,Female,Grade 5,Science,66.95,54.6,53.42,67.05,71.34,62.67,3,94.7,Not Attended
STU0696,Zen,Female,Grade 5,Science,76.09,44.47,45.11,80.78,59.4,61.17,3,91.99,Pass
STU0697,Damon,Female,Grade 4,Science,58.5,73.67,64.1,41.21,72.16,61.93,3,77.12,Pass
STU0698,Emma,Female,Grade 5,Science,40.94,20.46,64.37,62.48,61.04,49.86,2,84.77,Not Attended
STU0699,Jack,Female,Grade 4,English,33.5,64.2,35.1,71.82,75.55,56.04,3,76.82,Pass
STU0700,Mia,Male,Grade 2,Math's,50.51,59.54,19.45,65.03,58.63,50.63,2,91.76,Pass
STU0701,Liam,Female,Grade 2,Science,71.26,42.45,71.83,59.33,87.2,66.41,3,74.95,Pass
STU0702,Jack,Male,Grade 3,English,50.17,85.23,65.72,53.04,55.02,61.84,3,78.64,Pass
STU0703,Tyler,Male,Grade 3,Math's,55.43,86.94,23.81,64.67,60.72,58.31,3,76.24,Pass
STU0704,Zen,Female,Grade 4,English,80.71,78.15,94.31,55.2,85.34,78.74,4,74.67,Pass
STU0705,Tyler,Female,Grade 5,Phys.Ed,42.97,91.01,52.51,68.24,63.79,63.7,3,85.67,Pass
STU0706,Olivia,Female,Grade 1,Math's,81.58,43.89,41.31,76.51,72.44,63.14,3,100.0,Pass
STU0707,Lucas,Female,Grade 3,Arts,44.27,71.61,75.16,68.26,57.48,63.36,3,86.2,Fail
STU0708,Damon,Male,Grade 5,Science,70.68,72.44,87.73,76.06,52.03,71.79,4,90.56,Pass
STU0709,Mia,Male,Grade 1,Phys.Ed,73.17,75.17,60.88,61.14,78.14,69.7,3,86.94,Fail
STU0710,Tyler,Male,Grade 1,English,61.76,82.2,67.15,52.03,58.51,64.33,3,72.78,Pass
STU0711,Lucas,Male,Grade 1,Phys.Ed,75.4,67.82,41.48,58.64,31.11,54.89,2,94.41,Pass
STU0712,Emma,Male,Grade 3,Arts,44.16,69.75,69.37,60.14,62.37,61.16,3,94.15,Pass
STU0713,Robert,Male,Grade 2,Science,94.6,33.69,86.24,71.83,66.97,70.67,4,84.64,Pass
STU0714,Mack,Female,Grade 1,Science,31.49,48.61,69.25,79.61,44.74,54.74,2,80.9,Pass
STU0715,Tyler,Male,Grade 3,English,74.87,41.74,94.01,69.28,46.14,65.21,3,92.21,Pass
STU0716,Ava,Male,Grade 5,Math's,51.18,73.67,62.21,52.73,41.51,56.26,3,77.2,Pass
STU0717,Zen,Male,Grade 2,Science,55.83,79.88,64.81,64.04,51.75,63.26,3,83.01,Pass
STU0718,Jack,Female,Grade 5,Math's,45.65,64.01,87.26,65.93,66.73,65.91,3,74.92,Pass
STU0719,Mia,Female,Grade 1,Phys.Ed,75.72,51.02,11.31,59.87,53.93,50.37,2,75.59,Pass
STU0720,Mason,Male,Grade 1,Math's,70.96,50.09,37.64,57.1,72.97,57.75,3,98.48,Pass
STU0721,Ava,Male,Grade 5,Arts,53.82,91.43,37.15,79.43,61.22,64.61,3,86.39,Not Attended
STU0722,Hudson,Male,Grade 4,Math's,75.64,44.15,76.95,75.12,87.08,71.79,4,84.96,Pass
STU0723,Sophia,Male,Grade 1,Phys.Ed,76.04,76.88,60.55,50.23,52.55,63.25,3,79.6,Pass
STU0724,Hudson,Male,Grade 3,Science,55.92,75.81,45.44,38.94,65.51,56.32,3,92.57,Pass
STU0725,Noah,Female,Grade 5,Math's,73.62,68.51,44.31,53.95,83.99,64.88,3,91.49,Pass
STU0726,Zen,Female,Grade 2,Arts,36.15,64.31,41.54,55.76,86.3,56.81,3,83.57,Pass
STU0727,Mack,Female,Grade 3,Arts,26.67,75.1,66.24,62.08,59.49,57.92,3,77.54,Pass
STU0728,Zen,Male,Grade 2,Phys.Ed,77.73,64.87,91.4,71.32,72.09,75.48,4,92.69,Pass
STU0729,Robert,Female,Grade 5,Phys.Ed,60.26,71.23,60.36,62.89,41.3,59.21,3,76.66,Pass
STU0730,Cal,Male,Grade 3,Arts,74.18,70.65,100.0,48.66,35.63,65.82,3,80.86,Pass
STU0731,Michal,Male,Grade 2,Math's,79.82,48.13,42.66,52.62,55.3,55.71,3,76.99,Pass
STU0732,Liam,Male,Grade 3,English,63.19,88.41,76.35,66.36,62.96,71.45,4,83.91,Fail
STU0733,Sophia,Male,Grade 5,Arts,66.35,35.85,42.87,82.74,74.5,60.46,3,87.41,Pass
STU0734,Olivia,Male,Grade 3,Math's,72.94,47.79,56.12,72.92,59.0,61.75,3,81.05,Fail
STU0735,Olivia,Female,Grade 1,Science,65.51,66.56,79.03,66.18,53.8,66.22,3,92.92,Pass
STU0736,Hudson,Male,Grade 3,English,37.68,56.23,69.68,67.64,98.99,66.04,3,76.74,Pass
STU0737,Sophia,Female,Grade 2,Science,58.99,100.0,68.27,58.5,36.05,64.36,3,96.94,Pass
STU0738,Olivia,Male,Grade 5,Phys.Ed,34.69,82.63,90.46,33.09,55.49,59.27,3,80.77,Fail
STU0739,Tyler,Male,Grade 3,Math's,69.22,51.62,61.22,42.7,54.81,55.91,3,84.4,Pass
STU0740,Damon,Male,Grade 5,Phys.Ed,74.41,63.1,55.37,72.18,50.65,63.14,3,97.82,Pass
STU0741,Zen,Male,Grade 2,Phys.Ed,45.18,33.32,82.49,43.34,72.85,55.44,3,93.46,Pass
STU0742,Sophia,Male,Grade 5,Math's,74.75,74.7,77.54,46.01,78.19,70.24,4,82.57,Pass
STU0743,Jack,Female,Grade 5,Science,79.34,80.73,62.37,61.81,69.54,70.76,4,92.8,Pass
STU0744,Emma,Male,Grade 2,English,57.49,43.22,63.37,60.47,51.34,55.18,3,82.49,Pass
STU0745,Mia,Female,Grade 2,English,82.45,74.6,73.75,60.59,79.18,74.11,4,90.78,Pass
STU0746,Liam,Female,Grade 5,English,54.25,47.96,50.35,79.71,54.44,57.34,3,86.62,Pass
STU0747,Mason,Female,Grade 4,Science,56.49,70.03,39.05,56.7,49.25,54.3,2,76.88,Pass
STU0748,Olivia,Female,Grade 5,Science,50.49,61.56,76.64,51.96,80.55,64.24,3,79.82,Pass
STU0749,Sophia,Male,Grade 4,Science,60.27,64.04,54.2,51.58,63.17,58.65,3,88.33,Pass
STU0750,Mason,Female,Grade 3,English,6.55,67.05,68.39,53.76,28.99,44.95,2,83.23,Pass
STU0751,Ava,Female,Grade 5,Science,43.79,67.08,78.56,80.57,39.22,61.84,3,90.95,Pass
STU0752,Mia,Female,Grade 2,Math's,71.57,47.54,46.53,66.02,33.93,53.12,2,73.43,Pass
STU0753,Jack,Male,Grade 3,Phys.Ed,72.04,81.75,39.98,48.7,72.73,63.04,3,89.12,Pass
STU0754,Sophia,Female,Grade 4,Science,65.45,67.73,46.43,84.33,55.32,63.85,3,83.76,Pass
STU0755,Olivia,Female,Grade 1,Science,63.77,56.29,62.01,89.46,67.8,67.87,3,86.11,Pass
STU0756,Ava,Male,Grade 5,Math's,90.03,59.46,84.84,71.52,58.74,72.92,4,82.54,Fail
STU0757,Emma,Male,Grade 5,Science,30.77,75.41,25.22,44.61,56.56,46.51,2,74.29,Pass
STU0758,Olivia,Male,Grade 4,Arts,31.8,70.39,51.87,49.53,62.52,53.22,2,83.16,Pass
STU0759,Ava,Female,Grade 5,Phys.Ed,66.37,66.45,75.71,69.78,58.05,67.27,3,87.24,Pass
STU0760,Liam,Male,Grade 5,Phys.Ed,92.73,43.24,49.98,61.39,81.2,65.71,3,87.2,Pass
STU0761,Liam,Female,Grade 4,Arts,41.54,58.55,69.02,49.21,88.69,61.4,3,93.79,Pass
STU0762,Hudson,Female,Grade 3,Phys.Ed,27.71,55.04,73.79,56.03,70.37,56.59,3,71.82,Pass
STU0763,Shawn,Male,Grade 5,Science,78.78,46.84,65.91,73.69,55.82,64.21,3,89.39,Pass
STU0764,Cal,Male,Grade 1,Arts,71.92,74.39,35.64,62.64,86.25,66.17,3,66.52,Pass
STU0765,Mia,Male,Grade 3,Science,86.08,36.87,81.7,49.76,41.05,59.09,3,93.44,Pass
STU0766,Noah,Female,Grade 4,Phys.Ed,47.99,86.73,32.79,67.42,53.45,57.68,3,75.14,Pass
STU0767,Noah,Male,Grade 4,Science,53.94,83.35,49.31,61.99,76.31,64.98,3,87.58,Pass
STU0768,Noah,Male,Grade 3,Arts,100.0,65.11,44.21,44.11,59.48,62.58,3,82.98,Pass
STU0769,Jack,Female,Grade 1,English,71.5,60.57,25.17,59.21,25.12,48.31,2,86.83,Pass
STU0770,Robert,Female,Grade 5,Science,67.53,44.14,60.32,56.0,84.38,62.47,3,69.0,Pass
STU0771,Olivia,Female,Grade 5,Science,54.83,65.38,84.16,37.79,63.37,61.11,3,89.0,Pass
STU0772,Emma,Female,Grade 5,Arts,69.81,63.65,41.74,73.57,73.05,64.37,3,84.92,Pass
STU0773,Noah,Female,Grade 2,English,66.63,63.75,77.43,56.6,64.73,65.83,3,70.09,Pass
STU0774,Lucas,Female,Grade 5,English,72.3,76.38,44.22,68.93,56.83,63.73,3,67.43,Pass
STU0775,Jack,Male,Grade 2,Science,77.14,70.99,53.1,59.8,66.51,65.51,3,77.12,Pass
STU0776,Mason,Female,Grade 5,Phys.Ed,63.95,87.74,50.55,47.84,58.36,61.69,3,61.48,Pass
STU0777,Ethan,Male,Grade 5,Math's,63.79,59.83,23.34,76.61,74.57,59.63,3,100.0,Pass
STU0778,Liam,Male,Grade 5,Arts,66.74,73.94,90.8,70.22,93.71,79.08,4,86.84,Pass
STU0779,Damon,Female,Grade 4,Math's,42.94,82.17,100.0,56.47,42.34,64.78,3,80.74,Not Attended
STU0780,Ethan,Male,Grade 5,Math's,66.11,28.36,49.17,67.53,80.92,58.42,3,87.78,Pass
STU0781,Olivia,Male,Grade 4,Science,45.41,55.18,42.79,62.67,59.87,53.18,2,88.07,Pass
STU0782,Tyler,Male,Grade 2,Math's,53.88,55.15,42.06,49.81,59.99,52.18,2,81.18,Pass
STU0783,Mia,Male,Grade 5,Science,61.84,64.93,43.17,58.32,82.05,62.06,3,92.3,Pass
STU0784,Lucas,Male,Grade 1,Science,99.87,46.45,58.78,75.67,71.46,70.45,4,80.21,Pass
STU0785,Noah,Male,Grade 4,English,60.75,75.08,49.48,90.43,94.74,74.1,4,84.1,Pass
STU0786,Olivia,Female,Grade 5,Arts,80.8,89.89,50.82,38.08,75.34,66.99,3,78.62,Pass
STU0787,Damon,Male,Grade 3,Science,69.21,62.07,57.1,69.49,58.87,63.35,3,90.95,Pass
STU0788,Damon,Male,Grade 1,Phys.Ed,55.12,71.52,33.08,74.92,59.32,58.79,3,75.95,Pass
STU0789,Tyler,Male,Grade 5,Science,57.4,44.32,49.17,51.29,83.19,57.07,3,85.04,Pass
STU0790,Mia,Female,Grade 2,Math's,51.4,83.81,74.92,52.04,32.94,59.02,3,78.2,Pass
STU0791,Liam,Female,Grade 5,Science,60.6,69.28,72.33,48.01,50.63,60.17,3,89.81,Pass
STU0792,Cal,Female,Grade 2,Arts,71.53,64.35,51.8,63.94,70.59,64.44,3,89.66,Pass
STU0793,Olivia,Female,Grade 3,Phys.Ed,99.04,50.65,94.83,53.39,61.9,71.96,4,84.15,Pass
STU0794,Olivia,Female,Grade 1,Arts,80.16,65.76,90.13,61.42,56.4,70.77,4,79.19,Pass
STU0795,Liam,Male,Grade 3,Science,81.87,52.64,75.53,36.24,86.2,66.5,3,73.84,Pass
STU0796,Ethan,Male,Grade 5,English,61.68,69.84,53.95,65.3,58.62,61.88,3,89.56,Pass
STU0797,Jack,Male,Grade 4,Arts,83.03,54.43,66.01,46.53,46.36,59.27,3,94.4,Pass
STU0798,Cal,Female,Grade 3,Math's,76.13,69.62,42.63,41.43,84.4,62.84,3,67.57,Pass
STU0799,Jack,Female,Grade 1,English,100.0,71.63,70.21,51.72,60.87,70.89,4,83.14,Pass
STU0800,Lucas,Female,Grade 4,Science,67.72,85.12,48.66,67.89,61.24,66.13,3,82.53,Pass
STU0801,Ava,Male,Grade 5,Phys.Ed,54.43,67.79,63.01,63.43,43.32,58.39,3,94.08,Pass
STU0802,Zen,Male,Grade 2,Math's,40.96,78.3,64.23,79.79,64.24,65.5,3,75.32,Pass
STU0803,Tyler,Male,Grade 5,Arts,57.73,58.06,62.31,53.89,67.07,59.81,3,79.83,Pass
STU0804,Liam,Female,Grade 2,Science,80.69,75.13,63.48,58.51,38.7,63.3,3,95.31,Not Attended
STU0805,Noah,Female,Grade 1,Science,55.13,72.65,40.86,73.26,46.1,57.6,3,75.6,Pass
STU0806,Noah,Female,Grade 1,English,56.69,68.47,82.67,85.45,67.36,72.13,4,85.64,Pass
STU0807,Noah,Male,Grade 3,Science,51.66,46.37,66.63,71.05,83.62,63.87,3,75.12,Pass
STU0808,Jack,Female,Grade 3,Phys.Ed,75.18,52.22,42.59,72.82,55.04,59.57,3,91.28,Pass
STU0809,Noah,Female,Grade 2,Phys.Ed,53.62,61.63,53.92,53.47,82.66,61.06,3,87.69,Fail
STU0810,Mia,Male,Grade 1,Phys.Ed,58.03,55.16,49.15,61.02,46.05,53.88,2,80.0,Pass
STU0811,Zen,Male,Grade 3,English,61.02,54.94,45.66,63.73,73.07,59.68,3,84.51,Pass
STU0812,Ava,Female,Grade 1,Math's,64.4,48.93,45.57,61.73,77.78,59.68,3,95.84,Pass
STU0813,Damon,Male,Grade 5,Arts,51.41,54.64,69.52,60.87,54.59,58.21,3,90.49,Pass
STU0814,Sophia,Female,Grade 5,English,77.24,60.35,33.27,36.41,83.17,58.09,3,88.93,Pass
STU0815,Tyler,Male,Grade 2,Phys.Ed,31.26,60.65,59.41,54.79,85.25,58.27,3,94.53,Pass
STU0816,Damon,Female,Grade 4,Science,67.19,69.63,65.1,75.01,75.42,70.47,4,74.33,Pass
STU0817,Jack,Female,Grade 5,Arts,56.61,82.7,57.47,54.7,83.0,66.9,3,76.53,Pass
STU0818,Damon,Male,Grade 2,Science,36.37,52.1,47.19,59.44,14.98,42.01,2,89.73,Pass
STU0819,Sophia,Female,Grade 3,English,39.66,56.93,59.24,32.71,43.59,46.42,2,78.1,Pass
STU0820,Cal,Female,Grade 5,Science,61.16,44.19,79.17,55.48,63.54,60.71,3,83.74,Pass
STU0821,Emma,Male,Grade 5,Arts,46.43,80.31,30.39,54.14,76.43,57.54,3,83.53,Pass
STU0822,Tyler,Male,Grade 4,Arts,60.07,58.87,68.74,50.81,67.89,61.28,3,78.15,Pass
STU0823,Tyler,Male,Grade 5,Science,80.97,72.02,49.36,67.74,52.41,64.5,3,86.19,Pass
STU0824,Shawn,Male,Grade 3,Math's,98.58,77.69,48.42,50.13,55.09,65.98,3,78.67,Pass
STU0825,Mia,Female,Grade 5,English,59.8,69.85,77.9,57.79,82.12,69.49,3,70.57,Pass
STU0826,Damon,Male,Grade 3,Arts,76.48,75.86,93.34,55.99,45.44,69.42,3,81.11,Pass
STU0827,Shawn,Male,Grade 4,Math's,30.97,67.25,52.03,61.09,78.12,57.9,3,79.58,Pass
STU0828,Ethan,Female,Grade 2,Math's,66.68,55.33,79.73,52.09,65.29,63.82,3,83.16,Pass
STU0829,Lucas,Male,Grade 3,Arts,62.45,46.02,71.22,64.12,71.51,63.07,3,84.02,Fail
STU0830,Ava,Female,Grade 3,English,71.35,49.34,40.01,58.05,57.06,55.16,3,83.87,Pass
STU0831,Mack,Female,Grade 4,Phys.Ed,58.77,87.59,77.9,71.83,55.0,70.22,4,88.34,Pass
STU0832,Michal,Female,Grade 2,Phys.Ed,75.33,59.15,89.62,54.78,100.0,75.77,4,85.56,Pass
STU0833,Hudson,Female,Grade 1,Phys.Ed,81.15,66.95,37.54,76.82,81.5,68.79,3,95.06,Fail
STU0834,Olivia,Male,Grade 4,English,85.64,65.33,46.92,50.47,68.32,63.34,3,73.33,Fail
STU0835,Cal,Female,Grade 4,English,78.23,59.17,56.9,40.19,54.04,57.7,3,90.32,Pass
STU0836,Lucas,Male,Grade 3,Phys.Ed,86.56,45.96,36.86,41.61,68.96,55.99,3,85.33,Pass
STU0837,Mason,Male,Grade 1,Math's,63.32,64.02,51.13,62.08,92.57,66.62,3,83.17,Pass
STU0838,Zen,Male,Grade 1,Arts,52.53,74.39,66.94,51.28,85.7,66.17,3,86.35,Pass
STU0839,Damon,Male,Grade 5,Math's,74.36,48.82,72.21,56.55,34.43,57.27,3,84.11,Pass
STU0840,Damon,Male,Grade 5,Math's,33.65,85.42,75.1,49.46,75.14,63.75,3,85.51,Pass
STU0841,Sophia,Male,Grade 5,Arts,74.24,74.43,78.72,48.77,59.36,67.1,3,76.48,Pass
STU0842,Lucas,Male,Grade 4,Arts,78.1,69.06,45.18,60.56,32.45,57.07,3,89.51,Pass
STU0843,Zen,Male,Grade 4,Arts,74.55,84.61,56.22,60.11,78.48,70.79,4,77.89,Pass
STU0844,Lucas,Female,Grade 2,English,61.6,41.91,85.48,56.02,71.17,63.24,3,96.84,Pass
STU0845,Robert,Male,Grade 5,Math's,72.82,70.47,50.59,67.03,79.78,68.14,3,76.11,Pass
STU0846,Ethan,Male,Grade 5,Phys.Ed,66.4,58.47,76.84,67.1,46.74,63.11,3,81.06,Pass
STU0847,Robert,Male,Grade 5,Phys.Ed,71.63,62.22,63.92,51.1,74.26,64.62,3,83.38,Pass
STU0848,Liam,Female,Grade 1,English,68.2,39.84,60.33,56.16,42.6,53.43,2,89.26,Pass
STU0849,Shawn,Male,Grade 5,Phys.Ed,52.24,61.43,96.04,57.31,68.76,67.16,3,88.33,Fail
STU0850,Mason,Male,Grade 2,Science,99.93,50.79,60.99,70.36,81.42,72.7,4,79.46,Pass
STU0851,Emma,Female,Grade 5,Science,72.05,75.96,84.12,51.69,43.83,65.53,3,86.96,Pass
STU0852,Ethan,Male,Grade 4,Math's,42.2,62.66,83.14,60.32,65.27,62.72,3,87.8,Pass
STU0853,Mason,Male,Grade 2,Arts,64.5,80.84,38.5,48.85,32.03,52.94,2,79.61,Pass
STU0854,Robert,Female,Grade 5,Arts,60.02,74.05,49.84,45.84,47.01,55.35,3,79.87,Pass
