student_id,student_name,gender,school_type,grade_name,branch,parent_education,commute_time,prior_gpa,attendance_pct,quiz_avg,assignment_avg,midterm_score,study_hours_per_week,on_time_submission_pct,lms_logins_per_week,forum_posts,engagement_score,arts_score,english_score,math_score,phys_ed_score,science_score,average_marks,final_score,gpa,grade_band,exam_status,at_risk
STU0517,Liam,Female,Semi-Government,Grade 1,Math's,Graduate,14.38,5.26,89.72,88.71,82.27,81.69,12.61,22.88,4,3,7.19,62.71,54.16,62.43,73.01,75.5,72.56,90.32,4,A,Pass,0
STU0518,Aarav,Male,Private,Grade 5,English,Graduate,26.33,5.92,73.64,70.57,54.76,47.53,8.72,38.89,6,2,6.09,56.34,51.9,92.61,46.67,51.37,58.97,68.75,3,C,Pass,0
STU0519,Isha,Female,Private,Grade 4,Phys.Ed,High School,0.62,5.65,80.78,85.21,53.89,82.11,5.36,78.02,3,3,3.94,36.92,54.14,59.59,64.93,51.59,61.05,88.31,3,A,Pass,0
STU0520,Jack,Female,Private,Grade 5,Phys.Ed,Graduate,25.73,7.05,72.19,62.42,52.5,79.6,4.28,34.06,2,2,2.91,52.22,64.6,86.64,67.11,36.95,62.75,63.83,3,C,Pass,0
STU0521,Meera,Male,Government,Grade 4,Science,Graduate,53.28,4.99,68.97,38.12,61.68,95.96,6.69,28.04,3,2,4.23,69.3,62.36,28.47,44.53,42.72,55.39,62.0,3,C,Fail,1
STU0522,Lucas,Female,Government,Grade 4,Arts,High School,54.8,8.2,50.8,79.31,76.98,13.6,11.29,68.24,4,3,6.67,43.96,95.65,31.26,69.88,77.09,60.97,85.69,3,A,Pass,1
STU0523,Vivaan,Male,Private,Grade 5,Science,Graduate,65.81,4.31,62.0,69.58,48.64,63.8,6.96,61.51,2,1,3.73,49.77,77.38,54.92,62.29,57.68,60.51,67.82,3,C,Pass,0
STU0524,Ava,Male,Government,Grade 2,Math's,Graduate,49.64,7.36,83.68,44.77,60.73,44.36,8.01,88.31,5,2,5.45,39.7,66.35,63.39,52.82,61.24,54.17,80.87,2,B,Pass,1
STU0525,Damon,Male,Private,Grade 2,English,Graduate,1.36,5.99,82.7,75.83,91.2,24.83,4.32,95.46,2,3,3.18,64.01,80.86,74.49,60.56,53.61,65.67,81.78,3,B,Pass,1
STU0526,Isha,Male,Semi-Government,Grade 4,Science,Graduate,29.44,10.0,90.14,83.11,73.07,64.07,10.76,8.85,3,4,6.35,66.1,37.74,69.38,63.91,57.52,64.36,100.0,3,A,Pass,0
STU0527,Emma,Female,Private,Grade 5,Phys.Ed,High School,56.41,6.6,98.85,100.0,73.56,36.16,3.8,72.77,4,3,3.67,55.2,82.06,55.63,64.01,41.62,63.53,71.28,3,B,Pass,1
STU0528,Isha,Male,Private,Grade 1,Math's,Graduate,31.33,6.1,69.97,50.78,37.9,70.53,1.04,51.82,5,1,2.42,88.26,74.91,39.04,70.9,51.51,60.48,74.37,3,B,Pass,1
STU0529,Lucas,Female,Private,Grade 4,Phys.Ed,High School,36.41,5.85,43.24,47.21,41.46,88.11,4.41,73.21,6,2,4.36,69.06,61.85,61.89,68.98,100.0,67.32,71.59,3,B,Fail,1
STU0530,Mack,Female,Private,Grade 4,Math's,Graduate,33.27,7.43,79.86,87.8,76.01,100.0,7.8,97.18,9,2,6.77,59.12,55.35,82.37,61.76,50.34,71.59,100.0,4,A,Pass,0
STU0531,Ethan,Female,Government,Grade 3,Math's,High School,53.42,8.38,89.98,100.0,59.87,92.74,8.03,67.81,7,1,5.91,34.23,57.81,85.58,43.22,75.62,68.63,100.0,3,A,Pass,0
STU0532,Robert,Female,Government,Grade 4,Phys.Ed,Graduate,60.3,7.41,76.75,51.47,28.83,43.7,3.78,50.18,4,0,2.91,58.62,83.02,63.86,64.17,52.07,55.72,55.91,3,C,Pass,1
STU0533,Aarav,Male,Government,Grade 5,Science,High School,73.4,6.24,100.0,75.74,85.86,14.43,2.7,47.04,5,0,2.83,69.1,64.75,29.73,46.23,48.86,54.34,76.24,2,B,Pass,1
STU0534,Ava,Female,Private,Grade 4,Arts,High School,58.35,6.65,80.72,40.03,86.55,60.05,9.67,87.03,6,4,6.97,62.54,55.85,50.68,67.72,40.02,57.93,84.91,3,B,Pass,1
STU0535,Hudson,Female,Government,Grade 1,Phys.Ed,Graduate,23.35,7.31,67.27,69.17,70.08,67.93,0.61,92.33,2,1,1.19,54.07,71.55,61.43,73.17,61.65,66.13,83.93,3,B,Pass,1
STU0536,Noah,Male,Semi-Government,Grade 5,Math's,High School,57.15,5.84,44.03,37.67,47.68,14.71,1.55,93.39,5,3,3.12,39.88,60.9,60.51,40.78,72.49,46.83,61.19,2,C,Fail,1
STU0537,Tyler,Female,Private,Grade 4,English,Post Graduate,90.25,6.41,74.76,68.84,70.71,24.88,10.87,96.81,5,2,6.6,77.77,64.82,51.7,61.84,52.75,59.16,76.74,3,B,Pass,1
STU0538,Mack,Male,Semi-Government,Grade 5,English,Graduate,33.36,6.38,87.83,60.38,81.23,44.0,3.97,42.27,4,1,3.24,47.27,70.75,59.05,66.26,72.46,62.68,86.0,3,A,Pass,1
STU0539,Ava,Male,Semi-Government,Grade 5,Phys.Ed,Graduate,58.98,6.83,73.06,59.5,71.43,48.54,4.05,99.12,7,4,5.07,43.24,76.21,80.42,68.3,69.65,64.66,78.99,3,B,Pass,0
STU0540,Ava,Male,Government,Grade 2,English,High School,9.38,4.44,82.33,68.51,81.5,55.52,7.26,73.38,3,0,3.95,66.43,95.15,49.95,71.78,58.16,68.38,85.55,3,A,Pass,0
STU0541,Mack,Female,Private,Grade 5,Phys.Ed,Graduate,37.1,7.35,78.05,91.66,43.52,42.24,8.38,48.28,6,2,5.95,65.9,43.93,71.34,65.32,42.36,58.28,92.77,3,A,Pass,1
STU0542,Mia,Male,Government,Grade 2,Arts,Graduate,23.7,6.58,85.78,64.31,44.64,58.32,3.98,64.49,3,2,3.14,65.91,84.45,70.33,61.69,73.24,65.36,78.82,3,B,Pass,0
STU0543,Mason,Male,Private,Grade 4,Phys.Ed,High School,58.84,8.11,64.15,22.45,70.87,42.26,5.59,69.56,3,2,3.79,60.62,73.72,64.99,39.05,61.1,54.38,84.13,2,B,Pass,1
STU0544,Lucas,Female,Private,Grade 1,Science,High School,58.45,4.36,92.58,62.42,60.35,67.48,6.95,84.41,6,2,5.38,64.23,44.79,68.16,55.02,100.0,65.31,69.95,3,C,Pass,0
STU0545,Emma,Male,Private,Grade 5,Arts,Graduate,17.75,6.12,73.77,56.41,62.51,54.7,2.11,41.4,1,3,1.94,48.93,85.63,54.36,58.43,50.24,58.9,74.23,3,B,Pass,1
STU0546,Zen,Female,Government,Grade 4,English,Post Graduate,55.86,6.9,52.19,84.55,52.45,9.06,12.11,63.54,6,1,7.19,59.24,71.77,48.65,51.1,58.09,54.36,55.41,2,C,Pass,1
STU0547,Liam,Male,Government,Grade 1,English,High School,7.64,6.17,76.71,63.45,41.9,67.41,6.49,100.0,3,1,3.9,49.76,76.99,32.13,57.0,48.98,54.7,71.96,2,B,Pass,0
STU0548,Meera,Female,Government,Grade 1,Math's,Graduate,87.44,7.74,75.4,84.76,56.67,67.89,9.13,76.32,3,2,5.2,60.77,92.87,54.81,66.0,48.53,66.54,86.63,3,A,Pass,0
STU0549,Riya,Female,Private,Grade 2,English,High School,0.27,7.4,83.82,48.17,88.98,44.08,11.62,76.62,5,1,6.65,87.17,67.5,54.72,56.21,38.79,60.7,76.74,3,B,Pass,1
STU0550,Aarav,Female,Government,Grade 4,Math's,Graduate,10.55,6.99,71.96,77.38,36.63,53.51,0.0,72.42,1,1,0.6,56.13,34.33,89.92,55.03,37.25,55.02,78.84,3,B,Pass,1
STU0551,Riya,Female,Government,Grade 3,Science,Post Graduate,50.78,8.57,79.61,100.0,100.0,57.76,13.14,86.34,2,1,6.21,83.14,66.27,29.49,65.41,51.86,69.24,100.0,3,A,Pass,0
STU0552,Mason,Male,Government,Grade 2,Science,Post Graduate,93.55,5.28,61.73,79.88,75.84,49.82,0.0,48.36,6,1,2.35,48.07,55.49,69.39,74.83,39.43,61.59,70.61,3,B,Fail,1
STU0553,Damon,Male,Private,Grade 5,Arts,Post Graduate,28.47,5.45,50.64,68.67,82.77,40.28,4.67,59.61,2,1,2.82,50.45,75.82,49.92,67.45,48.21,60.45,79.02,3,B,Fail,1
STU0554,Shawn,Male,Private,Grade 3,Arts,High School,0.0,8.77,51.0,80.43,78.8,73.36,10.47,63.78,2,1,5.14,62.9,77.58,74.27,32.95,73.85,69.27,97.08,3,A,Pass,1
STU0555,Ethan,Female,Semi-Government,Grade 1,English,High School,63.53,7.07,68.84,9.52,55.08,31.96,14.22,67.42,4,1,7.34,50.5,41.01,43.39,62.13,67.8,45.17,51.36,2,D,Fail,1
STU0556,Isha,Male,Government,Grade 4,Science,Graduate,72.46,5.54,74.78,100.0,50.61,51.0,5.79,49.5,3,3,4.12,75.6,68.95,45.58,66.47,56.57,64.35,79.53,3,B,Pass,0
STU0557,Riya,Male,Semi-Government,Grade 5,Phys.Ed,Post Graduate,27.27,2.34,100.0,50.42,100.0,66.3,5.19,70.41,5,1,4.08,91.65,73.37,73.42,61.85,100.0,77.13,62.55,4,C,Pass,0
STU0558,Meera,Female,Semi-Government,Grade 4,Arts,High School,0.0,6.57,73.02,40.58,78.01,89.1,11.28,61.35,5,1,6.51,97.65,63.4,39.12,43.56,68.28,64.96,100.0,3,A,Pass,1
STU0559,Sophia,Female,Government,Grade 1,Math's,Graduate,30.99,9.3,76.06,36.49,66.63,70.96,10.01,69.3,1,1,4.6,39.48,71.52,63.19,63.07,74.48,60.73,100.0,3,A,Fail,1
STU0560,Mack,Female,Semi-Government,Grade 5,Arts,Post Graduate,72.72,5.54,83.12,68.88,54.34,38.66,8.3,49.38,3,1,4.62,23.57,54.62,49.42,60.14,83.69,54.17,62.75,2,C,Pass,1
STU0561,Liam,Male,Government,Grade 4,English,High School,47.79,8.29,78.53,61.05,63.45,77.7,1.78,67.24,4,1,2.36,48.89,64.57,66.26,44.61,55.71,60.28,80.34,3,B,Pass,1
STU0562,Shawn,Female,Government,Grade 1,Math's,Post Graduate,31.92,4.94,59.45,84.17,68.41,71.47,2.4,0.0,6,1,3.31,77.23,80.13,63.21,49.29,92.09,73.25,75.44,4,B,Pass,1
STU0563,Robert,Male,Government,Grade 5,Science,Graduate,50.94,7.72,66.95,61.85,98.5,53.89,5.37,70.66,6,1,4.5,59.49,72.56,64.83,47.44,42.93,62.69,89.84,3,A,Pass,0
STU0564,Mack,Male,Government,Grade 3,Phys.Ed,Graduate,30.48,4.51,51.87,37.07,50.09,76.33,6.91,43.36,4,3,4.91,60.73,47.35,45.43,83.82,54.65,56.93,78.6,3,B,Pass,1
STU0565,Mason,Female,Private,Grade 2,Math's,Graduate,85.43,5.88,69.87,53.62,47.54,38.46,10.11,22.12,3,0,5.09,68.49,51.5,50.61,74.04,44.12,53.55,65.14,2,C,Pass,1
STU0566,Robert,Female,Private,Grade 5,Science,High School,6.14,6.29,57.22,33.07,74.35,87.64,6.98,78.33,7,2,5.74,79.72,65.41,57.45,59.05,67.9,65.57,71.94,3,B,Not Attended,1
STU0567,Emma,Female,Private,Grade 4,English,High School,39.75,6.42,81.28,73.4,47.01,36.23,2.33,63.33,5,2,3.18,47.4,63.55,43.17,69.52,55.42,54.46,61.98,2,C,Pass,1
STU0568,Hudson,Male,Government,Grade 3,Math's,High School,11.43,8.6,66.49,74.33,71.69,53.8,0.0,34.18,5,4,2.75,50.19,59.42,55.75,55.12,22.2,55.31,86.53,3,A,Pass,1
STU0569,Cal,Female,Semi-Government,Grade 5,Math's,High School,72.48,6.21,50.13,73.96,77.49,71.63,5.01,49.16,2,4,3.7,74.2,69.85,91.83,77.25,73.04,76.16,79.81,4,B,Pass,1
STU0570,Isha,Male,Government,Grade 5,Arts,Post Graduate,65.43,4.6,69.74,60.99,60.08,45.83,1.07,51.34,4,2,2.33,60.12,58.44,67.79,68.21,100.0,65.18,65.96,3,C,Pass,1
STU0571,Hudson,Male,Private,Grade 3,Science,Graduate,55.83,6.97,61.74,68.77,69.21,77.28,8.49,68.26,6,1,5.75,48.81,56.01,59.79,53.25,49.99,60.39,84.74,3,B,Pass,0
STU0572,Aditya,Male,Government,Grade 1,Arts,High School,80.22,6.93,99.26,63.67,38.82,52.48,0.81,61.7,3,3,2.12,87.76,70.78,84.25,68.56,78.0,68.04,80.68,3,B,Pass,1
STU0573,Vivaan,Female,Private,Grade 5,Arts,Graduate,61.74,5.19,51.8,62.61,76.9,69.44,1.92,46.91,4,1,2.42,72.33,70.76,87.37,57.84,70.8,71.01,75.26,4,B,Fail,1
STU0574,Aditya,Female,Private,Grade 5,Phys.Ed,High School,29.53,10.0,65.08,71.82,53.23,66.94,5.5,60.03,6,1,4.55,66.2,46.12,45.41,65.95,51.32,58.37,87.22,3,A,Pass,0
STU0575,Meera,Female,Private,Grade 5,Math's,Graduate,37.65,5.43,99.1,70.75,69.22,49.53,3.57,10.16,4,3,3.58,78.15,61.1,49.3,27.83,45.77,56.46,62.16,3,C,Pass,0
STU0576,Hudson,Male,Private,Grade 5,English,Graduate,48.24,5.2,76.37,44.73,32.81,58.49,1.04,26.49,7,2,3.37,88.45,62.4,9.33,58.56,65.16,52.49,38.12,2,F,Pass,1
STU0577,Mack,Male,Semi-Government,Grade 2,Math's,Post Graduate,74.9,4.57,54.87,41.3,83.54,54.75,3.91,43.57,6,2,4.16,77.86,56.26,81.53,71.58,71.91,67.34,67.78,3,C,Fail,1
STU0578,Jack,Male,Semi-Government,Grade 2,Phys.Ed,Graduate,36.53,7.22,75.48,44.21,38.11,30.06,10.78,51.28,2,3,5.76,68.51,44.89,87.11,65.08,75.25,56.65,78.0,3,B,Pass,1
STU0579,Michal,Female,Private,Grade 5,Arts,Post Graduate,50.97,7.25,64.28,36.89,54.69,31.03,3.68,100.0,3,1,2.77,48.05,60.32,26.62,76.29,59.77,49.21,61.61,2,C,Pass,1
STU0580,Sophia,Female,Government,Grade 3,Science,High School,32.12,7.06,51.51,42.92,84.49,64.81,3.74,45.4,3,0,2.55,57.72,58.31,47.22,64.39,46.84,58.34,76.12,3,B,Pass,1
STU0581,Cal,Female,Government,Grade 3,English,Graduate,37.81,6.4,90.08,93.54,54.35,61.5,6.08,36.14,3,2,3.98,62.74,47.82,47.24,69.26,64.17,62.58,75.06,3,B,Pass,0
STU0582,Emma,Female,Private,Grade 1,Science,Post Graduate,0.0,6.22,59.1,66.03,86.57,34.22,6.63,69.34,3,4,4.7,58.04,63.7,77.89,62.06,90.4,67.36,77.53,3,B,Pass,1
STU0583,Ethan,Male,Government,Grade 3,Phys.Ed,High School,4.2,5.78,62.14,80.5,76.69,40.57,2.6,85.9,1,3,2.14,32.32,49.13,50.95,45.79,98.49,59.3,81.89,3,B,Pass,1
STU0584,Liam,Male,Semi-Government,Grade 1,Science,High School,45.35,5.13,57.35,65.22,70.71,36.06,7.43,36.68,1,2,3.82,47.84,58.93,57.05,65.83,78.19,59.98,60.59,3,C,Fail,1
STU0585,Michal,Female,Private,Grade 2,Phys.Ed,Post Graduate,29.41,6.98,90.99,84.47,88.03,58.91,8.22,98.25,1,2,4.14,46.95,64.46,30.57,77.27,79.84,66.31,88.78,3,A,Pass,0
STU0586,Robert,Female,Private,Grade 4,Math's,Post Graduate,79.05,9.43,85.38,40.57,37.68,40.87,6.69,60.0,1,0,3.03,54.81,58.35,74.03,72.95,77.31,57.07,77.65,3,B,Pass,1
STU0587,Lucas,Male,Private,Grade 5,Science,High School,56.02,8.48,46.18,89.85,59.43,32.73,5.01,48.66,3,1,3.3,54.68,68.56,56.18,64.01,73.88,62.41,68.28,3,C,Fail,1
STU0588,Damon,Female,Government,Grade 4,Math's,Graduate,46.55,8.26,64.38,41.1,66.97,28.62,3.36,95.34,5,4,4.09,65.67,88.9,35.9,59.07,79.47,58.21,70.0,3,B,Pass,1
STU0589,Isha,Male,Government,Grade 4,English,Graduate,83.16,7.08,59.33,87.91,50.29,95.86,0.9,72.55,3,4,2.41,50.88,87.54,47.4,46.7,59.66,65.78,79.27,3,B,Fail,1
STU0590,Mason,Male,Government,Grade 2,English,Post Graduate,6.4,6.07,54.86,66.93,70.74,71.89,4.84,72.68,4,1,3.59,74.31,53.3,55.5,52.75,64.88,63.79,85.84,3,A,Pass,1
STU0591,Anaya,Male,Government,Grade 5,Math's,Post Graduate,22.5,6.07,57.92,76.56,78.44,60.22,14.71,55.49,2,3,7.33,45.01,49.67,48.09,65.12,71.3,61.8,88.92,3,A,Pass,1
STU0592,Mason,Female,Private,Grade 2,Phys.Ed,Graduate,33.89,7.01,98.8,47.57,59.23,72.62,3.32,48.83,5,0,3.08,83.96,41.5,88.08,66.24,43.68,62.86,86.49,3,A,Pass,0
STU0593,Meera,Male,Private,Grade 5,English,High School,58.21,8.88,94.17,47.61,13.27,53.32,4.85,60.01,7,3,5.14,61.43,83.94,60.86,41.24,69.88,53.94,70.49,2,B,Pass,0
STU0594,Riya,Male,Semi-Government,Grade 5,Math's,Graduate,18.88,7.22,82.11,69.46,65.82,73.33,0.0,68.67,8,5,4.05,73.7,86.51,65.73,54.33,61.35,68.78,76.69,3,B,Pass,1
STU0595,Vivaan,Male,Private,Grade 4,Arts,Graduate,56.12,4.18,77.17,52.92,93.16,77.05,7.76,17.01,3,1,4.4,59.6,58.73,52.14,56.56,41.44,61.45,61.77,3,C,Pass,0
STU0596,Hudson,Female,Private,Grade 4,English,Graduate,64.69,6.31,69.05,84.12,64.22,65.04,9.99,66.0,6,2,6.6,45.96,59.87,27.73,66.61,68.78,60.29,79.55,3,B,Pass,0
STU0597,Ethan,Male,Government,Grade 4,Science,Graduate,19.45,5.89,47.53,75.37,57.95,70.03,11.0,96.39,7,4,7.85,65.98,59.89,65.66,70.67,62.51,66.01,85.26,3,A,Fail,1
STU0598,Kabir,Female,Private,Grade 1,English,Post Graduate,30.75,7.51,77.28,85.67,64.84,18.04,0.0,83.66,2,3,1.45,61.79,55.05,56.2,56.6,57.86,57.01,72.19,3,B,Pass,1
STU0599,Noah,Male,Government,Grade 5,Science,High School,68.92,3.23,61.16,55.93,62.01,14.72,6.81,90.69,4,1,4.37,54.38,50.31,76.33,62.63,77.26,56.7,63.15,3,C,Pass,1
STU0600,Michal,Male,Private,Grade 5,Phys.Ed,High School,28.71,5.46,43.26,71.43,34.81,41.49,8.35,83.33,2,2,4.54,54.48,62.58,33.64,74.6,71.16,55.52,71.66,3,B,Fail,1
STU0601,Ava,Female,Semi-Government,Grade 2,Arts,High School,69.79,10.0,78.44,89.44,43.92,91.41,4.41,78.73,4,3,3.91,90.47,54.13,68.84,52.52,69.87,70.08,100.0,4,A,Pass,0
STU0602,Diya,Male,Private,Grade 2,English,High School,89.14,6.8,64.54,85.94,49.74,47.32,5.98,33.89,7,2,5.34,71.43,64.22,65.17,60.55,64.58,63.62,72.0,3,B,Pass,0
STU0603,Aarav,Female,Semi-Government,Grade 5,Phys.Ed,High School,54.13,7.16,67.79,85.88,58.76,81.21,4.66,42.96,3,0,2.91,64.77,45.52,65.29,17.57,75.96,61.87,74.04,3,B,Pass,0
STU0604,Anaya,Female,Semi-Government,Grade 5,English,Graduate,61.62,6.78,43.18,33.24,43.81,46.27,0.07,38.28,3,0,1.08,73.54,71.73,69.9,74.57,57.6,58.83,65.09,3,C,Fail,1
STU0605,Shawn,Male,Government,Grade 2,Phys.Ed,Post Graduate,8.7,5.29,78.47,68.39,53.44,40.45,11.79,55.61,1,4,6.07,69.5,48.52,61.7,69.88,59.57,58.93,76.56,3,B,Pass,1
STU0606,Aarav,Female,Private,Grade 5,Science,Graduate,26.62,7.04,90.0,78.7,45.28,93.81,7.86,46.34,1,2,3.99,62.96,68.69,28.15,62.44,43.49,60.44,98.51,3,A,Pass,0
STU0607,Hudson,Male,Government,Grade 3,English,Post Graduate,50.19,6.53,90.89,45.43,76.28,40.24,7.11,69.69,3,1,4.14,74.73,48.7,44.21,63.9,72.57,58.26,76.86,3,B,Pass,1
STU0608,Noah,Male,Government,Grade 2,English,Graduate,23.85,4.29,65.49,49.3,90.66,62.03,11.11,93.06,2,0,5.14,70.45,73.04,76.44,66.76,71.74,70.05,77.59,4,B,Pass,0
STU0609,Mack,Male,Private,Grade 5,Science,High School,0.0,7.45,69.98,100.0,100.0,24.61,8.63,89.25,3,5,5.75,79.63,51.2,96.49,64.78,56.75,71.68,95.46,4,A,Pass,1
STU0610,Sara,Male,Government,Grade 1,Math's,Graduate,51.66,4.95,74.35,71.85,75.34,56.71,5.04,76.84,3,1,3.32,67.38,90.93,50.33,70.3,67.9,68.84,84.06,3,B,Pass,0
STU0611,Hudson,Male,Private,Grade 4,Science,Post Graduate,55.32,7.78,100.0,40.55,57.9,56.95,8.3,100.0,4,1,4.97,88.16,71.69,66.63,52.43,84.43,64.84,82.18,3,B,Pass,1
STU0612,Zen,Male,Government,Grade 3,Science,Post Graduate,32.61,5.24,63.82,0.0,100.0,70.11,2.93,39.01,5,3,3.67,95.05,74.85,62.27,67.08,56.59,65.74,76.51,3,B,Pass,1
STU0613,Damon,Male,Government,Grade 5,Arts,High School,0.0,6.08,67.85,83.95,76.52,63.79,5.99,40.59,3,4,4.45,71.53,83.79,68.82,56.87,77.6,72.86,88.75,4,A,Not Attended,0
STU0614,Shawn,Male,Semi-Government,Grade 2,Arts,Post Graduate,57.9,3.82,85.48,69.57,75.14,77.35,2.4,20.96,5,1,2.96,61.88,68.27,58.22,66.26,50.35,65.88,69.39,3,C,Pass,1
STU0615,Hudson,Male,Semi-Government,Grade 5,Arts,Graduate,58.73,6.52,79.8,80.68,97.83,84.64,5.78,93.47,4,2,4.21,79.95,60.71,68.66,69.38,58.12,74.99,99.2,4,A,Pass,0
STU0616,Aarav,Female,Semi-Government,Grade 5,English,Graduate,39.24,4.12,62.53,48.85,75.28,55.99,5.64,27.12,4,3,4.41,63.39,68.89,39.07,47.07,64.03,57.82,63.42,3,C,Pass,0
STU0617,Liam,Female,Government,Grade 4,Phys.Ed,High School,33.71,8.62,59.08,100.0,63.99,78.87,8.91,49.25,4,2,5.46,37.07,57.65,69.34,63.66,79.8,68.8,96.22,3,A,Pass,1
STU0618,Ava,Female,Private,Grade 3,English,High School,47.51,3.05,41.35,39.32,69.06,41.39,0.65,63.87,5,1,2.26,64.01,67.45,19.79,59.7,72.25,54.12,57.99,2,C,Pass,1
STU0619,Damon,Male,Private,Grade 5,Science,Graduate,63.43,5.96,68.49,83.06,51.56,75.05,12.05,55.06,4,1,6.47,42.75,50.18,53.19,71.37,68.35,61.94,74.04,3,B,Not Attended,0
STU0620,Tyler,Female,Government,Grade 2,Phys.Ed,Post Graduate,16.71,8.15,81.03,95.04,29.07,61.08,9.33,51.39,5,3,6.23,82.11,52.93,46.8,56.71,53.01,59.59,73.14,3,B,Pass,0
STU0621,Shawn,Male,Government,Grade 4,Arts,Graduate,66.9,7.5,53.93,66.26,76.02,18.52,1.51,87.32,5,2,2.85,18.03,93.62,44.94,72.57,48.27,54.78,73.51,2,B,Pass,1
STU0622,Hudson,Female,Government,Grade 3,Phys.Ed,Graduate,30.7,9.04,63.12,67.94,52.97,66.78,9.74,64.22,8,1,6.95,57.06,71.64,42.45,73.19,81.0,64.13,100.0,3,A,Pass,0
STU0623,Damon,Female,Government,Grade 5,Science,High School,14.02,6.24,67.64,53.49,77.6,71.46,2.5,38.61,5,2,3.25,59.66,45.81,61.43,86.35,75.89,66.46,66.99,3,C,Not Attended,1
STU0624,Michal,Female,Government,Grade 2,Science,High School,59.63,6.43,69.35,45.69,73.67,23.94,9.1,80.11,4,1,5.29,79.98,81.7,42.11,82.56,21.69,56.42,72.22,3,B,Pass,1
STU0625,Diya,Female,Semi-Government,Grade 2,Science,Post Graduate,88.77,8.13,41.22,56.03,79.55,51.37,11.31,51.61,5,3,7.02,81.11,57.91,78.39,60.66,39.6,63.08,85.12,3,A,Fail,1
STU0626,Meera,Female,Government,Grade 4,Science,High School,9.31,4.55,78.85,95.12,52.42,49.81,6.12,82.66,4,2,4.35,85.96,56.7,70.27,47.16,45.31,62.84,81.58,3,B,Pass,0
STU0627,Ava,Female,Private,Grade 4,Science,High School,51.43,4.71,65.54,83.34,70.46,93.89,11.91,7.68,7,2,7.71,56.05,77.82,55.96,41.83,73.45,69.1,87.44,3,A,Pass,0
STU0628,Cal,Female,Private,Grade 3,Arts,High School,42.07,8.16,88.12,34.66,31.72,72.13,0.0,89.46,7,3,3.2,94.55,70.4,80.56,49.2,46.99,60.03,68.47,3,C,Pass,1
STU0629,Riya,Male,Government,Grade 3,English,Graduate,25.63,6.77,100.0,68.09,20.57,81.23,0.0,71.53,1,3,1.1,65.67,78.09,60.52,48.7,51.52,59.3,76.36,3,B,Pass,1
STU0630,Tyler,Male,Private,Grade 5,Science,High School,106.58,10.0,66.26,76.03,50.58,55.53,6.12,61.35,5,4,5.2,71.43,63.92,3.84,72.95,44.13,54.8,94.91,2,A,Pass,0
STU0631,Meera,Female,Private,Grade 2,Phys.Ed,Graduate,62.38,5.36,46.75,84.38,73.22,49.67,0.0,49.94,5,1,2.0,55.74,53.77,93.15,78.05,47.64,66.95,69.34,3,C,Fail,1
STU0632,Aditya,Male,Semi-Government,Grade 5,English,Post Graduate,91.31,6.12,90.8,83.55,61.04,32.72,7.74,62.96,3,2,4.65,53.99,78.96,68.7,57.68,65.14,62.72,71.32,3,B,Pass,1
STU0633,Ethan,Male,Semi-Government,Grade 2,Science,Post Graduate,18.59,3.84,72.44,66.37,100.0,67.68,3.39,26.62,2,1,2.31,56.61,63.08,51.68,57.92,17.22,60.07,73.48,3,B,Pass,0
STU0634,Michal,Female,Private,Grade 1,English,High School,63.96,6.71,61.49,78.15,49.16,75.46,2.51,50.53,4,4,3.4,50.32,58.87,8.81,44.25,73.0,54.75,76.99,2,B,Pass,1
STU0635,Zen,Female,Government,Grade 5,Science,Post Graduate,68.44,6.6,29.52,32.11,65.81,71.55,7.16,44.58,8,1,5.91,76.47,63.99,81.3,59.68,44.13,61.88,59.36,3,C,Not Attended,1
STU0636,Michal,Female,Private,Grade 5,Arts,High School,40.4,5.71,80.38,60.4,71.4,73.14,7.99,59.93,6,1,5.55,70.89,57.6,54.47,67.72,65.19,65.1,82.86,3,B,Fail,0
STU0637,Liam,Female,Government,Grade 3,Arts,High School,77.06,6.8,67.54,66.66,53.64,43.03,5.27,73.84,2,2,3.31,57.45,63.96,52.31,70.85,64.19,59.01,60.5,3,C,Fail,1
STU0638,Isha,Male,Private,Grade 3,Phys.Ed,Graduate,36.38,7.62,76.74,46.94,74.66,48.86,6.82,48.53,4,3,4.88,77.63,50.5,72.04,47.67,74.69,61.62,66.59,3,C,Not Attended,0
STU0639,Mack,Male,Government,Grade 2,Science,Graduate,14.76,6.51,59.86,97.57,63.93,77.02,9.71,100.0,6,1,6.23,47.84,70.53,49.8,85.87,93.47,73.25,91.97,4,A,Fail,1
STU0640,Sara,Female,Government,Grade 1,Math's,Graduate,48.8,2.58,71.53,55.16,79.82,84.94,16.29,79.91,6,8,10.62,43.52,74.21,36.81,69.42,68.12,64.0,77.24,3,B,Fail,0
STU0641,Olivia,Male,Semi-Government,Grade 5,English,High School,40.52,7.83,50.46,71.52,20.84,11.12,10.5,31.27,4,2,6.1,65.49,63.79,19.75,79.78,78.0,51.28,63.05,2,C,Fail,1
STU0642,Diya,Male,Government,Grade 5,Science,High School,58.36,6.83,99.36,59.64,55.76,48.18,0.34,75.7,8,2,3.44,50.1,68.8,47.77,39.8,85.47,56.94,72.75,3,B,Pass,1
STU0643,Ethan,Male,Private,Grade 1,Science,Graduate,30.12,6.17,85.78,38.49,73.42,48.53,7.74,33.03,8,1,6.15,48.02,89.97,51.28,51.39,46.27,55.92,73.96,3,B,Pass,1
